Fecha,Consumo_diario_m3,Temperatura_media_°C,Precipitación_mm,Humedad_relativa_%,Día_semana,Eventos_especiales,Nivel_reservorio_metros,Población_sector,Tarifa_agua,Racionamiento_previo,Racionamiento_necesario
2020-01-28,1645,31.312842594793207,15.814118335017282,66.84349173122459,1,1,13.436699686430263,7266,1.1411423216221253,1,0
2020-01-29,3835,26.72366578489372,11.683820281775755,67.6660873022693,2,0,12.181963759590854,12477,1.1842103022849346,0,0
2020-01-30,3774,20.287368766165358,6.555217621494784,43.90879271415965,3,0,6.957918989452976,9712,0.8909795408441201,0,0
2020-01-31,3537,16.706915555468612,2.6406477533870953,40.20167386711515,4,0,7.7187210402892585,10477,0.6928183844626274,0,0
2020-02-01,4330,31.0488388772635,12.913109458213484,84.40971653637129,5,1,13.180835715267303,9459,0.8586438324260168,1,0
2020-02-02,4717,37.04633668392243,0.576864986125567,59.32276456613822,6,0,14.971255183031202,5936,1.4170655338471305,0,0
2020-02-03,3384,37.84328047748312,5.695040976455141,32.405839297888534,0,0,14.224054507981648,5719,1.1595911301147566,1,0
2020-02-04,3166,31.08853648773053,7.1446890540001835,79.88836877573388,1,0,12.043757716878442,14303,1.927815777736613,0,0
2020-02-05,4271,20.743514351990605,16.26936659393091,37.452399676116144,2,1,11.177471117051688,6692,0.897278564477346,0,0
2020-02-06,4736,23.293000022633624,12.23533784418795,85.64436534497858,3,0,10.856256387579327,9139,1.319970233038181,1,0
2020-02-07,4872,23.93682490588853,12.985058706877282,34.36968753249313,4,1,14.880893232809653,9706,0.7127576947636944,1,0
2020-02-08,3212,33.454331844473174,14.695828104280226,73.33434070952558,5,0,11.580274862896204,14130,0.8745760558658824,1,0
2020-02-09,4100,21.938657034283978,10.12805036296767,76.98828521409004,6,0,7.219871857326783,5230,1.7962266899418964,0,0
2020-02-10,3041,15.267331912733527,10.514441767150677,40.9546197170911,0,1,14.738365190766391,10621,1.210437115279622,1,0
2020-02-11,1177,30.936091232245683,4.470905383791459,58.1038776216056,1,0,5.404216450755779,13960,0.7365277506029172,1,0
2020-02-12,4343,23.859852923805185,3.5636607387001584,39.302074691458046,2,0,10.803625698483676,7033,1.5054632152630725,0,0
2020-02-13,2234,20.04431448724193,14.359004511475153,66.45394132880458,3,0,13.237858797662252,14942,0.6595631251368048,1,0
2020-02-14,1413,22.988619646424127,1.5021038147949128,76.59118808692571,4,0,7.787937903458687,13869,1.5630448053939308,0,0
2020-02-15,2108,22.570867980401992,19.99814535381473,50.60860769014723,5,0,5.998071353644288,14522,1.178833625913223,1,0
2020-02-16,3630,22.51359089640451,12.981054404023045,70.54249713732128,6,0,14.590930934605431,7330,1.8654209389246903,1,0
2020-02-17,3420,27.458618213580046,14.316522687908025,34.463536863081785,0,1,8.127820151826612,10835,0.6029061675638127,1,0
2020-02-18,3269,24.167772772283733,1.6267644760146305,65.90225073014423,1,0,6.190035172697659,12012,1.9523098669446253,0,0
2020-02-19,1244,22.732839555760613,18.9470194775738,60.33724801873237,2,1,6.069565474638506,7896,1.0779840485680403,1,0
2020-02-20,2448,16.796059623779552,19.218810032957524,88.90233507359653,3,0,5.549528624282392,11591,1.3658097095159505,0,0
2020-02-21,2547,29.9401079222809,16.16679234967862,78.55616663071888,4,1,6.705694142720825,5756,0.6674846835808423,0,0
2020-02-22,3568,15.148325970555518,0.8628540667646201,47.32138011650622,5,1,10.362734054813956,11502,1.36902056164647,1,0
2020-02-23,4098,37.16776840399945,5.258644037299174,41.29066548951493,6,0,10.88468034943659,14605,0.6568587972415443,0,0
2020-02-24,1235,39.4216350486853,18.037961819296758,32.16683441991541,0,0,11.398753591104168,6889,0.7823490698713041,1,0
2020-02-25,3250,38.85662939585556,12.64343979807814,58.48116662274736,1,0,12.56473222647946,8506,1.3399008617846928,0,0
2020-02-26,2264,25.236874118955864,4.5193042661272464,31.673475163295272,2,0,14.422847280824612,7959,1.7851143454715388,0,0
2020-02-27,2958,38.04735290824313,11.050802357726795,68.42384608894719,3,0,11.676635896653572,7765,1.9242170422881102,1,0
2020-02-28,1426,20.85622732245385,3.077213674173498,74.32581651194032,4,1,12.738971707858475,9297,0.7717882559519349,0,0
2020-02-29,1894,26.926358042133522,18.675830424633297,59.78111933295901,5,1,6.267349750660363,9288,1.145022792745511,1,0
2020-03-01,1125,29.12503988577714,17.855206903371204,33.50559553042698,6,0,10.000713229853035,6193,1.3535773557366146,0,0
2020-03-02,2869,33.85228639771796,4.002922876571735,43.22668360549082,0,0,8.929198417994357,6018,0.993917600250195,1,0
2020-03-03,4749,37.878588026599516,17.080187454145364,51.08411963927199,1,0,14.679847391752153,9953,1.0857669019909462,0,0
2020-03-04,1757,17.70756147942048,2.9368882639410354,47.78924023323823,2,1,8.161903326293839,9317,1.8749781028342543,0,0
2020-03-05,3443,23.603840166961156,14.071906020368555,39.78702493948097,3,0,6.846539401981863,7244,1.5233932646359334,0,0
2020-03-06,4839,19.741899923993753,5.2539355088335515,89.04381544808754,4,1,6.0208184350141325,5385,0.605238467763362,0,1
2020-03-07,4430,19.78293815141834,19.511574703812858,57.34815094769497,5,0,13.630795256595826,11113,1.736653313069386,1,0
2020-03-08,4774,15.634153896338779,7.915207419128203,54.94582713167363,6,0,13.330034199912804,13299,1.4674388599991925,1,0
2020-03-09,3249,17.601978917686452,13.336882654017323,50.448582017940154,0,0,11.084877890548558,6244,1.6433364095208727,1,0
2020-03-10,1788,35.67173281999696,10.635449649174033,70.13716115250763,1,0,9.564398216232126,9792,0.6428862574910765,1,0
2020-03-11,1668,23.693507576722837,13.669487312251022,75.73254001231395,2,1,9.271515875153021,13339,1.980636094844657,1,0
2020-03-12,4533,33.97412317948114,18.043950741733283,86.82931588068946,3,0,14.685212824675396,12001,0.762612105745653,0,0
2020-03-13,3133,33.416483350752785,19.611462454068025,65.3770331390366,4,0,12.888137527193763,10504,0.977502407232148,1,0
2020-03-14,3147,24.65423327361936,2.4307587371808914,84.89077078031094,5,0,7.35947942523423,8992,0.6486104684602163,0,0
2020-03-15,2323,23.139871066981755,16.560465326760326,41.858575239217615,6,0,13.116053222719536,9745,1.9049857449459042,1,0
2020-03-16,3519,30.00007553697331,9.864406016456645,43.23415028168138,0,1,8.704559361663673,12482,1.8854856120418824,1,0
2020-03-17,4429,31.023825344802155,14.19781039934636,84.34259807761875,1,0,8.7230838669296,14486,0.9551027743198777,1,0
2020-03-18,4301,34.024273229691715,3.5320490529395165,51.75222908605698,2,0,9.096684157714634,5088,1.8290439895536243,0,0
2020-03-19,4139,16.424563455876587,3.29744611280268,37.2399130936904,3,0,10.683698798231259,5923,1.51804701040604,0,0
2020-03-20,2807,35.16459503959528,2.4837844089365513,81.52564496726262,4,0,12.646483287531396,11888,1.7028146129684343,1,0
2020-03-21,4356,34.914210082927426,3.0088406268167955,35.171521431920425,5,0,6.2500669083967555,13116,0.7410058020078849,1,1
2020-03-22,3440,19.62558575865292,13.052476046130346,66.4220134633272,6,0,9.492779779550418,8692,1.3696232256888545,0,0
2020-03-23,3603,35.23834118441057,11.000739186825525,50.27072334528971,0,0,8.065812411190882,10641,0.8854578631695991,0,0
2020-03-24,1324,25.148860410154555,10.057082525495037,51.04299265273043,1,0,10.588792508488618,5964,0.9740686665336279,0,0
2020-03-25,1709,15.166931214117911,13.17635870625276,54.18570015822228,2,0,7.97140814441803,5660,1.0640675283702457,0,0
2020-03-26,4534,21.59011335884569,11.009414241977701,71.80391523960103,3,0,7.153800660194846,7465,1.5783951362438664,0,0
2020-03-27,2832,18.649683833261033,3.5210432580930084,51.29157367954965,4,1,9.35894621220859,14878,0.6203553856585471,1,0
2020-03-28,3222,29.07231884638803,16.78983035222904,36.47499970620052,5,0,5.224344661685988,5407,1.7320679306273201,1,0
2020-03-29,2420,19.00190853431046,3.4753049637536337,83.64613638886317,6,1,7.0723166514726525,13883,1.3250584294523624,0,0
2020-03-30,4404,28.76489671505795,2.1340070173966352,80.62024767692611,0,0,7.021906979628426,8899,0.6916828220085964,1,0
2020-03-31,2020,25.07045672852353,18.930449468208533,31.297572684321736,1,1,8.757084136529294,10042,0.6817905779862399,0,0
2020-04-01,4133,23.66327251038045,9.34525027683652,89.87820954248899,2,0,9.868198372377414,10218,1.052294174764022,0,0
2020-04-02,4895,23.506345835541254,9.361687330922535,67.86654651720235,3,0,5.395919208996975,10926,1.4873017915018167,1,1
2020-04-03,3717,24.368243695593417,8.380587518390026,84.8831821445716,4,0,8.851793606978285,5881,1.665239514891313,1,0
2020-04-04,1307,31.78951809798602,11.375029044825578,79.31316203671673,5,0,6.678568299268262,6173,1.8455118425444637,1,0
2020-04-05,1481,15.347082028603815,8.72433659183083,68.82146146355436,6,0,8.414330783558476,11440,1.8357655152674557,0,0
2020-04-06,1813,15.94112422725765,14.206890440144683,56.00207368061682,0,0,12.927923400687913,12594,0.916781557698675,0,0
2020-04-07,4635,26.961511859641888,9.31046130649034,65.18236772576232,1,0,14.756111279153899,5322,1.1374276563170354,0,0
2020-04-08,2278,25.433921337927398,16.94653060926067,61.622888404775686,2,0,5.684551710316632,13405,0.5921298747490058,1,0
2020-04-09,2029,38.641973202205534,5.818410065534945,84.36245745448028,3,0,13.19198074561619,12010,1.135600503723607,1,0
2020-04-10,4815,19.41267388311153,14.114057493000624,76.54564029148924,4,0,9.050862374007721,5391,1.8485427658865496,1,0
2020-04-11,1552,16.058152087302876,17.641816322229595,75.8071335866653,5,0,14.55789523447413,13663,1.1367874173151886,0,0
2020-04-12,3130,36.52300720445059,18.845195037086107,78.6832304809229,6,0,8.097878147906703,5735,0.6043534617861346,1,0
2020-04-13,3328,28.06673245138198,12.883828529341628,75.90757464642293,0,0,11.753855805406813,9088,0.912318788242636,1,0
2020-04-14,4621,26.354778270429588,0.838453389416427,40.88953488659938,1,0,12.536714957705076,13889,1.0516041315850397,0,0
2020-04-15,1484,37.60114504696974,17.983372388598905,62.51086669538866,2,0,14.613822042670614,9983,0.6144218371019456,1,0
2020-04-16,3391,18.22819041757606,14.353635377748965,73.8804196449319,3,0,11.602498454259964,10732,0.712115293684066,1,0
2020-04-17,3951,37.76564270702455,12.373511695367325,74.60268401995677,4,0,5.675158794888588,6496,1.161813958372792,0,0
2020-04-18,3696,17.46844835984865,13.325741202389889,64.68032953657234,5,1,9.748832039537158,6011,0.8091320227405789,1,0
2020-04-19,4476,15.860826220288507,4.719273278437635,70.26111904914309,6,0,7.770184746377666,5925,1.0210898055155164,0,0
2020-04-20,1002,16.005062359467345,11.459990702166747,53.69814380151041,0,1,6.617096334038717,10791,0.8973530221008443,0,0
2020-04-21,4821,21.304324559755756,15.32313290458156,77.5342364040205,1,0,11.057428376069117,13839,0.9174791964846586,1,0
2020-04-22,2381,28.65533735703287,2.5751781271977725,73.07716394371882,2,0,8.966442868882721,14847,1.0353528080868757,0,0
2020-04-23,1808,19.786464520683616,4.233334785290133,36.73880760920275,3,0,11.91446901358829,8092,0.9093945057943706,1,0
2020-04-24,4217,33.43001132183194,10.51055210738808,42.85469302207389,4,1,7.873894786729171,13278,0.6595067223086535,0,0
2020-04-25,1741,38.776302901647995,14.168407417620996,81.64969430189565,5,0,14.232659059337099,13345,0.558500146784567,0,0
2020-04-26,1877,27.023305665956418,4.1957535346511765,77.15195300070262,6,0,12.81003535891685,11092,1.4016692085628837,1,0
2020-04-27,4676,28.702828498232503,2.5132834691524764,57.597237536792065,0,0,14.825247081203516,11498,1.9295060658854677,1,0
2020-04-28,3469,33.135271447599735,6.8033284057206505,87.43169669371446,1,1,5.673531536511161,10303,1.5685116010119835,1,0
2020-04-29,1822,23.238027445872035,1.5780019831354086,70.36879142002036,2,0,12.389165446269477,6023,1.323146700708215,0,0
2020-04-30,4042,29.17139849837728,4.0382113046322665,35.772506095650364,3,0,9.248752097504582,7945,0.8431719665471191,1,0
2020-05-01,4216,31.45886370788699,0.7199670370237787,66.83616814168718,4,0,10.442283087808619,7305,0.6206720091857874,1,0
2020-05-02,2545,17.632829112406,10.98085703603956,75.67449018611553,5,0,13.312493992991739,9155,1.8210459388779623,0,0
2020-05-03,1367,27.893436457185736,3.9136795679034364,88.28079631310173,6,1,13.422970424709355,8855,1.5629736821739184,1,0
2020-05-04,4385,31.150360561658577,17.14781688610747,51.83332649862842,0,0,5.019294927605071,10156,1.3161259537116137,0,1
2020-05-05,1894,18.277500445539925,18.32662958812709,46.08264529062276,1,0,7.4054454911493375,9455,1.4184223414369717,1,0
2020-05-06,2173,23.678127095986923,15.339291071939016,80.03819597306187,2,0,6.764415886614446,7994,1.8447035363227064,1,0
2020-05-07,1711,26.498222018614598,12.207324968019655,66.71626380522056,3,0,8.287003736583387,8631,0.6869580936802707,0,0
2020-05-08,3082,36.95916867977892,6.172600178441896,53.871195998484744,4,0,10.462822679648221,8944,0.6427183269420949,0,0
2020-05-09,1247,33.31908021704271,7.718239122071003,65.73331098384733,5,0,13.139463212270359,10472,0.9300430892322998,1,0
2020-05-10,1042,31.988358692277703,12.094154003489837,40.72703953308992,6,1,9.650852870547734,5515,1.454875943041056,0,0
2020-05-11,4359,39.478623561211556,16.366098896474846,79.30779974701582,0,0,5.167295277541129,9888,1.4862253243677737,1,1
2020-05-12,3605,17.997795638160667,4.626111134559816,43.67331076507569,1,0,14.7872756326121,14400,1.127160227309552,0,0
2020-05-13,1657,19.53396089456944,15.469992002959268,88.8119391709146,2,1,10.287094796270283,12312,1.722158633529356,1,0
2020-05-14,4625,18.487228540184645,13.374374156736302,72.46911483106216,3,0,11.68044438539962,12545,1.1635987276257804,0,0
2020-05-15,4197,34.922201289510994,9.47945887863887,38.779634215680616,4,1,5.689572271809693,5288,0.612124696283465,1,1
2020-05-16,4894,29.885599031974525,4.229579022571672,86.11135793124316,5,0,7.4849911634933095,14572,0.9014226903154696,0,0
2020-05-17,2173,23.517332897822868,5.071517638333085,86.09833168874091,6,1,13.766937201048707,10991,1.1457787877932177,0,0
2020-05-18,1529,24.724242398391702,6.664799844918539,82.9872148884075,0,0,7.791848486472107,8261,1.0081403071406543,1,0
2020-05-19,2758,33.39971747156754,7.134953523012843,88.97163101849668,1,0,9.670363367527429,5143,0.7292729479908344,1,0
2020-05-20,1956,24.64848652814817,7.542267137260838,87.56112989206011,2,1,9.010281142777963,11170,0.8482402047205206,1,0
2020-05-21,1253,22.34478295398138,9.382302211577706,64.09878281965833,3,0,11.508751572185556,9550,1.7162296225050853,0,0
2020-05-22,3779,37.19482674618962,8.761803618888049,71.18723103574023,4,0,11.526573272429793,10534,1.2611274870709899,0,0
2020-05-23,4220,19.55803419178453,0.8331889003736492,34.9274427427644,5,0,7.701153293210331,8790,1.7734423092111766,0,0
2020-05-24,2970,38.163420410745005,12.07520170567225,81.44242181785688,6,0,8.714410174715068,14464,0.963145735739814,1,0
2020-05-25,1478,15.947102248161094,13.358483239424132,54.54967441722589,0,1,7.639222841895901,14893,1.8149066036849695,0,0
2020-05-26,4321,18.508409987164374,3.686666954783606,58.27678560933031,1,0,12.686746958668563,6824,1.9464496987561546,0,0
2020-05-27,2892,23.351326167999257,9.484429898063734,47.714439045273785,2,1,11.662476802276746,7261,0.7009120836210113,0,0
2020-05-28,3027,39.18221002674585,7.823587236766397,82.4485091588621,3,0,5.428127301823721,11770,1.0735295652995371,1,0
2020-05-29,1025,32.80041946220943,12.104695830899956,89.61499336251616,4,0,5.5038712884319105,9612,1.6367895695938,0,0
2020-05-30,3076,27.359174949119566,18.786418046886062,70.66579364815703,5,0,6.148221323349798,10102,1.7058589611172856,0,0
2020-05-31,2951,27.39585010581233,4.511728391708807,31.532004120077858,6,0,12.122368983900481,6407,0.7519688412544212,1,0
2020-06-01,4772,15.832287882550945,9.876615244583533,31.30188787560002,0,0,13.819134081232868,14243,1.6756991122034792,0,0
2020-06-02,2001,30.345684921510024,10.139059363514654,50.5733905149618,1,1,10.707696915913637,8337,0.9942651170401445,1,0
2020-06-03,4814,37.84952979499881,10.101901769694573,76.38623528808515,2,0,8.066304246456816,13684,0.5535582857705355,1,0
2020-06-04,1870,20.887633430746085,12.292005931257659,45.09313986228552,3,0,6.019801801754134,10935,1.2358525661380142,1,0
2020-06-05,4700,21.97701247624299,2.705499458480063,60.767618930666295,4,0,12.873030856290098,14509,1.3240862687681192,1,0
2020-06-06,4314,30.534732991823745,13.595011081563372,57.93979060725057,5,0,9.168041460681525,8546,1.480196611605844,0,0
2020-06-07,2559,27.529506321633747,13.638384616200641,60.392788704961404,6,1,7.317090773383127,9042,1.8189645168987152,0,0
2020-06-08,1330,26.082015557976668,2.480034466825951,64.97079854171331,0,0,8.017455820537444,12419,0.7549962897979954,1,0
2020-06-09,3176,22.16590259944428,6.994249593249489,31.503845357480962,1,0,10.168849086480364,14273,0.8085358125328492,0,0
2020-06-10,4936,28.737090916663163,11.346829833782202,68.23359252917064,2,0,5.0128230094725925,8826,0.8222740703199916,0,1
2020-06-11,4664,29.032589496318668,10.879007616153217,86.76684624980497,3,0,13.404308831327677,9744,1.221721332290478,1,0
2020-06-12,3637,27.158031219784483,8.671655418683432,87.14436507590162,4,0,13.635167774688332,12156,1.3637758649714549,1,0
2020-06-13,4269,38.14723085174211,0.6470570719826307,57.73617649093363,5,0,11.013489815501991,5912,1.1714541659835958,0,0
2020-06-14,4691,26.12914860721154,18.33689577972087,43.98025816173425,6,0,12.920606366529162,10832,0.6387049582500828,1,0
2020-06-15,4866,31.006942423242975,14.798466222613694,52.99404456524036,0,1,13.726659002551473,5553,1.6928819802841373,1,0
2020-06-16,3164,31.50716079433771,14.635452972092551,53.47033245135117,1,0,7.845874720075189,7078,0.7371944115553944,0,0
2020-06-17,2453,18.711881576223057,16.295656621944346,65.80210842694945,2,1,9.075794984238831,9751,1.793976451389402,0,0
2020-06-18,1012,15.05096230908889,16.01429060052965,62.75660663789619,3,0,5.6677741222670655,5988,1.1870558963194604,0,0
2020-06-19,1456,34.28556850228987,3.9104583041778884,75.1744381379939,4,0,11.397616877318619,5340,0.9602995544661761,1,0
2020-06-20,2858,15.471516998475394,16.429733249268406,47.74150178548864,5,0,7.355118023239049,7197,1.9088319192009602,0,0
2020-06-21,1943,31.962818384214817,11.230345961895988,59.50773935943516,6,0,8.484907734040803,13654,0.603614536294129,1,0
2020-06-22,3568,21.766602134002536,13.373129227511939,79.47822593562026,0,0,7.154759223247366,13174,0.7973142536811844,1,0
2020-06-23,3339,37.96498339559044,16.407284036093014,58.73393935874965,1,0,8.366955799345515,5993,0.7454601547010103,0,0
2020-06-24,3341,38.71010260190094,18.816604418670995,79.90124539100238,2,0,9.520339897270091,11147,1.2325636650998755,0,0
2020-06-25,4783,32.524294389934944,0.49045607428217064,61.49755730021916,3,0,9.27506061097466,13876,1.8512468808907834,1,0
2020-06-26,2849,27.54123465618069,17.227825466004376,32.18479044688913,4,0,13.469899846664113,13127,0.5909682686078801,0,0
2020-06-27,3636,21.241241459863726,3.9002055017983395,74.62025374986086,5,0,5.208196827475935,13990,0.830245231500442,0,0
2020-06-28,1122,32.54973926888209,17.350094488286437,84.77638618576198,6,0,12.126498004287797,5637,1.7894446422443897,0,0
2020-06-29,3166,32.46175558126467,8.808277860374039,64.34096549304711,0,0,11.12751076530568,11110,1.7079693872070476,1,0
2020-06-30,4160,15.595362505407907,16.140798499741717,60.37516184786931,1,1,5.037555508622472,8905,1.3295842396027657,1,1
2020-07-01,1893,16.690914414294827,0.9264952076504507,45.99685445598446,2,0,14.435371868730055,11854,0.7026165408985154,0,0
2020-07-02,3080,30.72172947670812,16.434609670666138,84.49367404560196,3,0,8.850959357995,8702,1.753511484054577,0,0
2020-07-03,1386,24.534597818771196,13.103320419958322,39.43213218098294,4,0,6.549648106061224,12847,1.0807753560161268,1,0
2020-07-04,1680,16.27737896604642,13.628805012967966,51.99443406889739,5,0,6.51050519668639,7373,0.8701788189441859,0,0
2020-07-05,2616,18.65425988815578,4.614292743536053,38.26020231308068,6,1,10.156961531881372,7338,1.7766842824749023,1,0
2020-07-06,2591,23.091559768866446,0.9889947036813762,75.29479042761707,0,0,9.849619310548032,8517,1.1404512009128707,1,0
2020-07-07,1448,37.04549027793678,0.30695867058664783,71.90274538095042,1,0,6.3042998576546605,12262,1.4244218899492007,0,0
2020-07-08,1346,15.42918632930507,2.05052205372916,89.57993210438437,2,0,8.843245465817319,11743,1.1432642535928998,0,0
2020-07-09,2775,35.73495694783125,15.778912943851765,62.93234390356589,3,0,9.863550938157921,10410,1.191420109237945,0,0
2020-07-10,2586,34.43125379366906,5.330789209058602,33.334157973638895,4,0,6.041011453673338,13365,1.4040660259640307,0,0
2020-07-11,4739,21.707470584839797,18.55918641272818,36.21078822631124,5,0,9.284091501197922,6696,0.7593925022466315,1,0
2020-07-12,4638,32.40572480472244,9.107444699879181,74.72693590099074,6,0,12.229074478541216,12632,1.205226350491351,1,0
2020-07-13,4344,31.191914247338644,15.290830949767793,72.02610023147207,0,0,9.541886076741607,5878,1.591582567971961,0,0
2020-07-14,3138,33.028943086901535,6.427946617456241,33.17894501968816,1,0,13.66270053609809,14997,0.8896039404090825,1,0
2020-07-15,4242,20.806301430652898,10.206147949487445,56.22714616808203,2,0,9.188651043542128,10882,1.0977731499427046,1,0
2020-07-16,2020,38.805321561067586,10.782116683551743,62.16587217754576,3,0,9.012102413292073,13169,1.7441084579556907,1,0
2020-07-17,2599,25.643180538906883,11.665235719785814,34.49049857399974,4,0,8.38465212512281,5192,1.317615219811925,0,0
2020-07-18,2926,32.37888233439507,3.354329600444157,54.82776389484495,5,0,11.0838723958502,7745,1.58751411320242,0,0
2020-07-19,2560,38.30597281605033,11.160509598879392,45.05260088438099,6,1,12.973218781604984,13792,1.6973919931365924,1,0
2020-07-20,1099,22.162963418025626,13.320343272303825,58.25824898415405,0,0,6.206733137246618,8281,1.0074481910654645,1,0
2020-07-21,3351,19.055217902837164,3.1558928111702245,80.05244022882823,1,0,7.022593035301065,14042,0.5537276580881821,1,0
2020-07-22,2787,35.26741739391109,12.677819642541808,37.726021920586845,2,1,14.574139893563371,8173,1.9612035164233785,1,0
2020-07-23,3294,23.31935083512841,0.6862056227898572,62.9229526920871,3,0,14.794166133577864,12896,1.4745498584809393,1,0
2020-07-24,4679,28.231578220268425,9.562897881776511,84.6976961822821,4,0,9.741549643384914,6150,1.0933974319796231,1,0
2020-07-25,2673,21.7150873546381,4.147598980700556,66.05630548395956,5,0,8.824089724094385,12119,0.770125707368484,1,0
2020-07-26,2371,32.25407984213284,0.12080194700114122,72.07947998658219,6,0,9.952441948129842,7629,1.7422926062518274,0,0
2020-07-27,1929,18.152005160297087,7.893562295704044,88.34427360211204,0,0,14.156794039786543,7611,1.9324431544028253,0,0
2020-07-28,1569,27.78379350854909,11.672794347811646,35.650802753447806,1,0,13.441873820362325,13651,1.4260820230395774,0,0
2020-07-29,4995,23.404987154371092,14.556874981252445,30.20046590188272,2,1,11.195034784351183,5142,1.40758507693892,1,0
2020-07-30,3964,39.5137301510468,3.9332577494150045,83.2965600015996,3,0,8.234712707886324,9016,0.9370185119204792,1,0
2020-07-31,3704,38.19292285075624,8.708178614960815,62.83131224050193,4,1,6.192867155413689,8573,0.5959119434473682,1,0
2020-08-01,3832,28.85629863007796,8.927300686663209,37.05591370068222,5,0,11.75705426233527,9505,0.5062074402670154,0,0
2020-08-02,2194,25.117171120444944,8.457603825672118,72.6105294553678,6,0,7.191126183546857,12017,0.7841903922679611,0,0
2020-08-03,2675,36.23920368761447,18.586299419911562,52.77725013235329,0,1,10.33617472028467,14228,0.5301665138587133,1,0
2020-08-04,1799,28.351557839733918,8.17963921029393,87.55622402853137,1,0,10.364176869381973,7626,1.0130466928255828,0,0
2020-08-05,2207,38.85197766288818,16.25221034518001,42.60914146810954,2,0,8.183334490374445,5920,1.3028620001786422,1,0
2020-08-06,1951,20.122657544559633,14.12804642861807,65.9254108973411,3,0,13.426784617801914,11878,1.168523159041892,1,0
2020-08-07,1697,26.515651377135626,1.872958934487945,57.656162205265076,4,0,10.655258889859978,9615,1.7480221733209056,0,0
2020-08-08,1646,37.85193801092075,16.151819491957454,82.35242824475625,5,0,6.044355151827193,6857,1.375184055536129,0,0
2020-08-09,2173,18.212791388273473,7.931416491641334,86.22637747269134,6,0,6.2665036219270185,6545,0.773713358028864,1,0
